Skin_Type,Skin_Color,Skin_Problems,Skin_Sensitivity,Skin_Oil_Level,Acne,Skin_Dryness,Lifestyle,Age
Combination,0,6,5,5,5,7,1,34
Combination,3,5,4,6,3,6,1,34
Combination,2,5,6,5,4,7,3,50
Combination,1,5,5,4,5,7,0,51
Combination,2,4,3,4,6,4,0,36
Combination,2,5,6,6,6,6,3,20
Combination,2,3,6,7,3,7,3,18
Combination,1,3,5,7,6,5,0,29
Combination,1,5,4,5,5,4,1,43
Combination,0,3,6,6,5,5,1,26
Combination,0,4,5,4,6,7,2,45
Combination,1,3,4,7,6,6,0,52
Combination,1,4,3,4,5,5,3,56
Combination,4,4,4,5,6,4,1,22
Combination,2,3,5,5,3,4,1,32
Combination,2,6,6,7,6,6,3,37
Combination,4,3,4,6,4,5,2,32
Combination,1,5,6,6,6,4,3,49
Combination,0,6,4,6,5,4,3,47
Combination,2,4,6,4,6,5,0,32
Combination,2,5,6,4,5,4,0,44
Combination,3,5,3,5,6,7,3,47
Combination,2,3,6,6,4,4,1,25
Combination,1,6,6,7,6,4,0,46
Combination,4,4,4,6,6,5,3,33
Combination,0,6,3,5,3,7,0,16
Combination,3,5,5,4,3,6,1,42
Combination,3,3,5,7,3,5,2,23
Combination,2,4,6,6,5,7,0,51
Combination,0,3,4,4,3,4,0,23
Combination,0,5,5,5,6,5,3,37
Combination,0,3,3,6,4,5,0,43
Combination,1,5,4,5,5,5,0,23
Combination,4,5,6,5,4,7,2,40
Combination,3,3,3,6,3,6,2,37
Combination,3,6,5,4,3,5,2,25
Combination,1,4,4,4,3,6,3,18
Combination,4,3,4,7,5,7,1,33
Combination,4,6,3,4,6,5,0,55
Combination,2,6,3,5,4,7,0,43
Combination,2,3,5,7,6,4,3,49
Combination,4,5,3,5,6,7,0,46
Combination,4,4,5,4,3,4,3,44
Combination,0,6,6,7,3,5,3,51
Combination,2,4,3,6,6,5,3,52
Combination,2,3,4,6,5,5,1,32
Combination,0,5,4,7,3,6,2,22
Combination,0,4,6,7,3,4,1,40
Combination,2,4,5,7,6,5,0,59
Combination,1,4,4,4,6,5,3,59
Combination,4,6,3,6,3,6,1,22
Combination,3,3,4,6,5,5,2,46
Combination,0,6,3,6,5,4,0,24
Combination,1,3,3,4,3,7,0,32
Combination,1,3,3,5,3,7,0,38
Combination,4,6,3,5,4,5,3,45
Combination,2,5,4,5,6,5,0,44
Combination,4,4,6,6,3,7,0,49
Combination,4,4,3,6,6,6,2,58
Combination,4,6,6,5,6,7,1,34
Combination,3,5,5,5,6,6,0,60
Combination,4,3,6,4,6,4,2,60
Combination,3,3,4,5,4,7,3,52
Combination,4,6,6,5,5,7,3,32
Combination,4,6,5,5,3,6,3,43
Combination,0,6,6,4,4,7,0,53
Combination,4,4,3,7,5,4,2,48
Combination,2,3,3,4,4,7,0,48
Combination,3,4,5,4,3,6,0,17
Combination,3,6,5,5,6,5,0,52
Combination,3,6,5,4,3,7,2,25
Combination,3,3,4,5,5,4,0,46
Combination,2,6,6,4,3,6,2,39
Combination,1,6,4,7,5,4,1,18
Combination,2,5,6,5,3,5,2,42
Combination,4,6,3,5,5,7,3,56
Combination,0,5,3,6,3,5,3,33
Combination,3,4,4,5,5,5,2,50
Combination,0,4,3,6,4,5,0,43
Combination,4,4,4,6,3,4,3,18
Combination,4,6,3,6,4,5,2,25
Combination,1,6,6,4,3,6,1,33
Combination,1,4,4,4,6,5,1,48
Combination,2,6,6,5,4,4,2,21
Combination,0,5,6,7,4,7,0,40
Combination,0,4,3,4,4,7,2,49
Combination,1,4,3,6,5,5,1,28
Combination,4,5,3,4,3,5,3,51
Combination,0,3,4,7,5,5,2,37
Combination,4,4,4,7,6,4,2,47
Combination,3,5,3,6,4,7,2,45
Combination,0,6,5,6,3,6,2,16
Combination,4,5,3,7,5,6,2,32
Combination,4,5,5,7,6,7,3,29
Combination,4,3,5,6,6,7,2,28
Combination,4,4,4,7,6,6,3,26
Combination,1,3,5,4,4,7,3,58
Combination,0,3,5,4,4,4,0,44
Combination,4,4,3,7,4,6,1,22
Combination,4,5,5,5,5,7,1,44
Combination,0,3,4,5,4,5,0,23
Combination,1,4,6,6,4,4,1,37
Combination,0,5,5,6,5,5,0,59
Combination,0,6,6,4,5,5,3,41
Combination,2,4,5,6,3,5,1,45
Combination,0,6,3,5,4,4,1,22
Combination,4,5,3,7,4,4,1,50
Combination,2,4,6,4,4,5,0,54
Combination,0,3,3,4,6,5,2,22
Combination,2,6,4,4,5,5,3,15
Combination,2,3,4,4,5,6,1,54
Combination,3,5,4,7,6,6,0,16
Combination,3,4,3,4,4,6,0,44
Combination,2,4,3,5,6,5,3,43
Combination,0,5,6,5,4,5,2,16
Combination,1,6,3,7,6,7,2,39
Combination,0,4,6,6,4,5,2,31
Combination,2,4,3,6,4,4,2,49
Combination,3,5,6,5,3,4,0,43
Combination,1,6,5,6,4,6,1,38
Combination,0,3,5,5,4,7,2,53
Combination,1,6,5,5,6,4,0,46
Combination,1,5,5,5,4,5,3,57
Combination,3,4,5,4,3,4,3,20
Combination,4,5,6,5,3,4,1,40
Combination,2,5,3,5,6,6,1,26
Combination,1,4,3,5,5,7,3,39
Combination,2,5,4,4,4,6,0,52
Combination,2,4,3,7,4,7,2,38
Combination,2,3,4,4,3,5,2,19
Combination,0,6,6,7,4,5,1,51
Combination,3,6,6,6,3,4,2,48
Combination,4,5,6,5,3,5,1,31
Combination,0,3,4,5,6,6,2,41
Combination,4,3,4,5,3,6,1,44
Combination,0,5,5,7,3,6,0,50
Combination,3,5,5,6,3,7,0,18
Combination,0,3,5,5,5,6,1,44
Combination,3,3,3,5,6,5,3,53
Combination,4,4,6,4,6,7,0,30
Combination,2,4,6,7,5,7,1,57
Combination,3,4,5,4,5,4,2,47
Combination,1,6,5,6,6,7,2,39
Combination,2,4,4,5,3,6,2,37
Combination,0,5,5,5,4,6,1,28
Combination,2,4,4,5,4,6,0,60
Combination,4,4,5,5,6,5,1,32
Combination,1,5,5,4,3,7,2,20
Combination,2,5,5,4,4,5,0,52
Combination,2,3,6,5,3,4,3,57
Combination,4,4,4,7,3,7,3,29
Combination,3,3,6,4,4,6,3,39
Combination,0,4,4,6,6,7,0,31
Combination,3,6,4,6,3,7,1,39
Combination,1,6,6,4,3,5,3,30
Combination,2,4,5,5,6,7,3,16
Combination,0,6,4,5,3,7,2,54
Combination,2,3,4,7,3,4,1,50
Combination,2,4,6,7,6,4,2,16
Combination,0,6,5,5,6,5,2,40
Combination,1,3,4,4,6,7,3,54
Combination,3,5,4,6,3,4,1,40
Combination,0,3,3,7,3,7,3,41
Combination,1,5,6,5,3,6,2,17
Combination,4,3,5,4,6,5,3,40
Combination,3,6,5,7,5,4,0,37
Combination,3,6,4,7,6,4,1,58
Combination,4,4,3,5,3,4,2,33
Combination,2,6,6,6,6,6,0,36
Combination,2,4,5,7,6,6,0,53
Combination,1,6,3,4,3,4,2,32
Combination,1,4,6,6,5,7,0,36
Combination,4,5,3,5,5,6,2,44
Combination,4,3,5,7,5,4,0,59
Combination,1,5,3,4,6,7,2,57
Combination,0,4,6,5,4,5,1,23
Combination,0,6,4,7,3,6,0,28
Combination,2,3,6,4,5,5,1,41
Combination,0,4,4,6,6,4,1,18
Combination,4,3,6,5,5,5,1,31
Combination,0,6,3,6,4,4,0,50
Combination,0,3,3,4,5,6,1,31
Combination,3,5,5,5,3,6,0,34
Combination,1,3,6,7,5,7,0,29
Combination,3,6,6,5,5,5,2,39
Combination,0,5,4,4,6,4,0,21
Combination,1,4,6,5,4,5,0,32
Combination,3,3,5,4,4,6,2,60
Combination,1,4,6,7,5,7,3,35
Combination,4,4,3,7,5,7,2,39
Combination,2,6,3,6,3,4,2,52
Combination,4,6,5,7,5,7,0,60
Combination,1,5,5,4,6,7,3,21
Combination,3,4,3,5,6,6,1,44
Combination,1,3,5,6,3,6,1,50
Combination,2,4,4,7,6,6,0,23
Combination,1,3,3,7,3,4,1,18
Combination,4,6,4,7,5,6,2,16
Combination,3,6,3,4,3,7,3,51
Combination,1,5,4,7,6,6,0,39
Combination,1,5,6,4,5,7,2,52
Combination,3,5,6,7,4,5,1,23
Combination,3,5,4,6,5,5,3,33
Combination,2,3,4,7,5,6,1,34
Combination,2,5,4,4,4,5,2,16
Combination,0,6,5,4,6,7,0,60
Combination,4,4,3,6,6,6,1,41
Combination,0,3,3,5,6,5,3,33
Combination,1,5,5,6,4,5,1,41
Combination,3,6,4,5,3,4,2,16
Combination,0,6,3,6,4,4,0,15
Combination,0,4,5,4,3,6,3,25
Combination,0,5,5,5,4,7,1,27
Combination,0,6,5,4,3,7,3,60
Combination,1,4,6,4,6,6,1,43
Combination,4,6,3,4,6,4,1,35
Combination,0,6,3,7,4,7,1,57
Combination,3,6,6,6,5,6,1,42
Combination,4,5,3,4,6,6,3,44
Combination,2,6,5,7,4,6,2,24
Combination,4,3,4,7,3,4,3,39
Combination,0,5,4,5,5,7,1,21
Combination,4,3,5,4,5,7,2,24
Combination,4,4,5,6,6,7,0,35
Combination,1,4,5,4,3,6,2,37
Combination,3,3,3,5,4,6,2,35
Combination,4,5,6,5,4,5,1,19
Combination,3,5,4,7,5,7,3,35
Combination,4,6,4,5,5,6,0,16
Combination,4,4,6,6,5,7,0,60
Combination,0,6,6,6,6,4,3,42
Combination,2,3,3,5,3,7,1,55
Combination,1,6,6,4,6,7,3,27
Combination,4,6,6,5,6,4,1,26
Combination,3,4,3,5,4,5,0,51
Combination,2,3,6,6,3,4,2,54
Combination,0,6,4,6,6,6,2,53
Combination,1,3,5,5,4,7,3,51
Combination,2,5,6,6,4,7,2,56
Combination,4,4,3,7,6,6,3,33
Combination,4,3,3,6,4,5,3,21
Combination,4,3,6,4,3,7,0,36
Combination,1,5,4,7,5,6,0,26
Combination,2,5,5,6,3,6,2,25
Combination,2,5,3,7,4,7,2,47
Combination,2,4,4,7,3,5,2,17
Combination,4,5,6,4,5,4,2,29
Combination,3,4,6,6,3,5,0,15
Combination,4,6,3,5,6,7,3,35
Combination,3,5,5,7,4,4,0,33
Combination,4,6,3,6,3,6,2,40
Combination,2,5,4,7,4,5,0,24
Combination,2,6,6,7,5,7,2,37
Combination,2,3,4,4,6,6,0,36
Combination,2,6,5,4,5,4,1,20
Combination,1,5,5,5,6,5,3,52
Combination,1,3,3,7,3,4,3,42
Combination,4,4,6,6,6,6,0,55
Combination,3,4,5,6,3,5,1,37
Combination,1,4,4,6,5,6,0,41
Combination,3,3,6,5,5,4,1,45
Combination,3,3,3,7,6,5,0,18
Combination,0,4,5,5,3,6,0,18
Combination,1,6,5,7,4,7,0,26
Combination,2,3,4,5,3,4,2,44
Combination,2,4,5,7,6,7,2,26
Combination,3,5,3,7,5,4,0,50
Combination,1,4,3,4,5,5,2,60
Combination,2,3,3,7,3,7,0,57
Combination,0,6,5,4,3,5,0,25
Combination,2,5,3,5,3,5,2,49
Combination,3,3,3,4,3,7,0,57
Combination,0,6,6,7,5,6,2,27
Combination,0,3,4,5,4,4,1,21
Combination,2,3,3,5,6,6,2,27
Combination,4,3,3,7,5,6,3,60
Combination,0,3,4,6,4,6,3,60
Combination,0,5,3,6,3,6,3,40
Combination,3,6,4,6,5,6,0,38
Combination,0,5,3,4,3,5,2,40
Combination,4,5,6,7,4,4,3,56
Combination,0,5,3,6,5,4,1,56
Combination,1,4,4,6,3,5,2,28
Combination,1,5,4,4,6,7,3,38
Combination,0,3,4,5,3,4,1,56
Combination,0,5,4,7,6,7,0,38
Combination,4,6,5,7,5,7,1,48
Combination,0,4,4,4,5,4,3,57
Combination,4,3,5,4,5,5,3,45
Combination,3,3,4,5,6,5,3,28
Combination,1,5,5,5,3,7,1,24
Combination,0,4,3,7,5,6,2,52
Combination,2,5,3,6,5,4,1,15
Combination,0,3,5,4,4,7,0,50
Combination,0,4,3,5,3,7,2,59
Combination,0,5,6,5,4,7,3,18
Combination,2,3,6,5,5,5,0,58
Combination,4,3,3,6,4,6,2,36
Combination,2,6,3,7,5,4,1,45
Combination,4,5,4,6,3,4,0,60
Combination,0,6,4,5,5,6,0,43
Combination,2,3,5,6,5,5,1,37
Combination,4,3,3,5,3,5,2,26
Combination,0,5,3,6,5,7,2,59
Combination,0,6,6,7,5,6,1,23
Combination,2,4,6,6,6,6,1,33
Combination,0,5,3,7,6,7,1,36
Combination,1,4,3,4,4,5,0,53
Combination,4,4,5,7,3,4,3,22
Combination,3,3,4,6,6,7,0,52
Combination,2,3,4,4,4,7,0,44
Combination,4,4,5,7,3,6,1,46
Combination,4,4,5,6,6,7,1,35
Combination,1,4,6,6,3,6,0,24
Combination,4,6,4,7,6,7,2,24
Combination,2,4,3,7,3,7,1,24
Combination,3,5,5,7,5,4,1,58
Combination,1,4,3,6,4,5,0,19
Combination,1,4,4,7,4,5,3,41
Combination,0,6,5,5,3,4,2,32
Combination,2,6,4,7,6,4,3,26
Combination,0,4,5,7,3,4,0,36
Combination,1,4,5,5,4,6,1,40
Combination,1,6,4,5,3,4,1,42
Combination,4,4,4,6,3,5,2,37
Combination,1,3,3,4,6,6,2,48
Combination,3,4,4,7,3,4,3,33
Combination,1,5,5,7,4,5,0,35
Combination,3,4,5,7,3,7,0,56
Combination,2,6,5,4,3,6,2,26
Combination,4,4,6,6,3,6,2,25
Combination,3,6,4,6,6,6,2,52
Combination,2,6,4,7,4,4,1,25
Combination,4,4,3,4,4,7,0,27
Combination,3,6,4,4,4,7,3,46
Combination,1,5,5,4,5,7,1,48
Combination,1,3,3,4,5,5,2,20
Combination,2,3,6,6,4,7,1,45
Combination,1,4,4,6,4,4,0,43
Combination,3,6,4,4,3,4,3,51
Combination,3,6,3,4,3,7,1,28
Combination,0,6,3,4,5,6,3,55
Combination,0,3,5,6,6,4,2,22
Combination,4,5,4,7,4,7,2,29
Combination,3,5,4,6,5,6,0,36
Combination,1,6,6,5,3,5,1,45
Combination,2,6,5,5,4,5,3,56
Combination,4,6,4,7,6,5,1,58
Combination,1,5,3,5,6,6,3,53
Combination,2,5,6,7,6,5,3,38
Combination,0,3,3,5,6,4,0,38
Combination,2,5,5,4,5,7,2,19
Combination,2,5,6,5,5,7,0,35
Combination,4,3,3,6,3,5,1,28
Combination,2,5,4,5,5,5,2,23
Combination,0,4,4,5,5,7,2,39
Combination,1,5,3,5,6,5,0,55
Combination,1,4,4,6,4,4,1,29
Combination,0,6,3,4,4,5,3,18
Combination,1,6,4,5,4,4,0,34
Combination,0,5,6,4,5,5,0,47
Combination,2,4,5,4,5,5,1,27
Combination,3,6,6,4,5,5,2,54
Combination,3,3,3,5,5,7,1,49
Combination,1,6,5,4,4,6,1,35
Combination,2,6,6,6,6,7,0,30
Combination,2,5,4,4,4,6,0,45
Combination,1,6,3,6,6,7,2,27
Combination,0,4,3,7,5,4,1,45
Combination,4,5,6,5,4,6,1,28
Combination,3,4,3,4,4,7,0,37
Combination,2,3,4,7,4,6,1,20
Combination,3,3,3,5,4,4,0,20
Combination,4,5,3,7,5,6,3,39
Combination,1,5,6,7,5,6,3,49
Combination,4,5,6,5,3,6,1,54
Combination,1,4,6,6,4,4,0,36
Combination,3,4,4,7,3,5,0,21
Combination,2,3,5,4,3,4,0,21
Combination,4,3,3,7,6,7,2,39
Combination,0,6,4,6,5,5,1,41
Combination,3,5,6,7,6,5,0,17
Combination,0,4,6,5,3,7,2,59
Combination,4,4,6,6,5,4,1,54
Combination,2,4,4,4,5,7,1,47
Combination,4,3,6,6,4,6,3,46
Combination,2,3,6,6,4,5,0,46
Combination,0,5,6,7,4,7,2,34
Combination,2,3,6,7,6,7,3,45
Combination,4,4,4,7,4,4,3,35
Combination,0,5,3,7,5,7,2,41
Combination,0,5,4,5,4,6,3,57
Combination,1,5,5,4,4,7,2,48
Combination,1,5,5,7,5,7,2,53
Combination,0,4,5,6,4,5,2,26
Combination,0,5,4,7,5,4,3,41
Combination,3,6,6,4,5,7,3,16
Combination,2,4,5,5,3,7,0,48
Combination,0,3,6,5,3,4,2,23
Combination,0,5,3,7,5,5,3,15
Combination,1,3,4,7,3,4,1,35
Combination,3,4,4,5,4,7,3,22
Combination,0,4,3,5,4,7,3,27
Combination,4,6,4,4,6,7,1,19
Combination,1,4,6,5,4,7,2,15
Combination,4,4,6,4,6,6,0,52
Combination,4,6,4,5,3,4,3,18
Combination,4,3,4,6,6,6,0,45
Combination,2,5,4,5,4,4,1,58
Combination,1,6,5,4,3,7,3,58
Combination,2,5,5,5,5,5,1,52
Combination,3,6,5,6,5,5,3,37
Combination,0,6,6,5,5,7,3,15
Combination,2,6,6,7,4,4,3,47
Combination,4,4,3,7,5,4,1,27
Combination,4,4,5,6,4,7,3,32
Combination,1,3,4,4,3,7,2,28
Combination,1,6,5,7,5,4,3,38
Combination,1,4,6,7,3,4,0,33
Combination,1,3,5,5,4,7,1,22
Combination,4,6,6,7,3,4,1,28
Combination,0,5,3,7,5,7,0,19
Combination,0,5,3,6,5,5,3,29
Combination,1,4,3,7,5,7,1,27
Combination,0,4,5,7,3,6,3,18
Combination,1,5,6,5,6,4,1,28
Combination,0,5,5,4,4,4,0,19
Combination,3,5,6,6,4,4,3,24
Combination,3,4,6,6,6,6,0,16
Combination,4,3,6,7,5,5,1,22
Combination,4,4,6,5,3,7,2,47
Combination,1,4,4,5,5,6,1,21
Combination,4,4,6,7,6,6,3,55
Combination,4,6,3,4,3,4,2,59
Combination,3,6,6,5,4,4,2,37
Combination,1,6,6,5,6,6,2,49
Combination,0,4,6,6,4,6,2,39
Combination,1,6,4,4,3,5,1,45
Combination,1,5,6,7,4,6,3,59
Combination,3,3,4,7,6,6,0,40
Combination,1,4,5,6,4,7,3,46
Combination,4,3,4,7,6,7,2,50
Combination,0,4,3,5,5,4,2,37
Combination,3,4,6,5,5,5,2,31
Combination,3,6,3,5,6,6,3,41
Combination,2,4,6,7,3,5,3,30
Combination,3,3,6,5,3,5,3,35
Combination,2,6,5,4,5,6,0,47
Combination,1,3,3,7,5,4,2,51
Combination,2,5,3,6,4,6,2,17
Combination,3,6,4,6,6,7,3,16
Combination,0,6,5,7,5,6,0,26
Combination,0,6,5,7,3,6,2,36
Combination,3,6,5,4,3,7,3,34
Combination,3,4,4,7,6,7,2,28
Combination,2,6,3,5,6,7,3,46
Combination,3,4,5,6,4,5,3,35
Combination,1,6,3,6,3,5,0,47
Combination,0,3,5,4,3,5,0,36
Combination,0,5,4,6,6,4,0,38
Combination,0,3,4,5,6,6,1,26
Combination,2,4,3,4,6,5,0,55
Combination,4,6,4,5,6,4,2,53
Combination,2,6,6,5,3,4,2,47
Combination,2,6,5,4,6,4,0,46
Combination,3,4,6,4,6,4,3,21
Combination,3,6,4,6,6,4,2,54
Combination,2,3,4,4,3,6,2,57
Combination,3,6,3,5,3,6,3,59
Combination,1,4,3,7,4,5,2,33
Combination,1,6,3,6,5,5,0,42
Combination,3,6,5,4,3,5,3,35
Combination,4,6,5,5,5,6,2,53
Combination,2,4,4,5,6,4,2,42
Combination,3,3,6,5,6,7,2,28
Combination,2,6,6,6,6,6,2,28
Combination,1,4,5,7,6,4,2,26
Combination,3,4,4,5,5,6,1,29
Combination,0,6,5,6,5,7,0,53
Combination,0,3,4,6,6,6,2,39
Combination,2,4,3,5,4,6,0,32
Combination,1,6,3,6,6,4,0,15
Combination,2,6,6,7,6,4,2,19
Combination,1,6,4,6,5,4,0,22
Combination,0,4,3,4,4,6,0,35
Combination,3,3,6,4,3,5,2,18
Combination,0,6,3,4,4,7,3,58
Combination,4,5,6,5,3,7,1,52
Combination,2,6,5,5,4,5,0,28
Combination,1,4,5,7,5,4,0,36
Combination,0,4,6,7,6,5,0,43
Combination,1,6,4,7,4,6,1,19
Combination,0,4,6,4,3,7,0,31
Combination,1,3,4,4,6,6,2,51
Combination,1,6,4,6,4,6,3,24
Combination,4,3,6,4,4,5,2,17
Combination,3,5,5,4,3,5,3,22
Combination,2,4,5,4,5,6,2,56
Combination,3,5,6,4,5,7,1,40
Combination,0,6,6,4,3,7,0,26
Combination,3,6,5,6,3,4,0,42
Combination,0,5,4,4,5,7,0,29
Combination,2,3,6,5,3,4,3,48
Combination,3,3,3,4,6,7,2,56
Combination,0,6,5,4,5,7,2,48
Combination,0,4,6,5,5,4,0,24
Combination,2,3,3,4,4,4,3,49
Combination,3,4,6,4,6,6,2,40
Combination,4,4,4,4,5,4,3,27
Combination,4,3,5,6,3,6,2,42
Combination,3,4,5,5,3,4,1,55
Combination,1,4,3,6,3,4,2,44
Combination,4,6,4,6,3,6,2,30
Combination,2,3,4,6,5,6,0,23
Combination,4,5,5,5,5,6,2,17
Combination,2,6,4,7,6,5,2,16
Combination,3,3,3,4,6,4,1,45
Combination,3,5,5,6,4,4,3,18
Combination,4,4,5,5,6,7,3,37
Combination,0,3,5,7,3,5,2,46
Combination,4,6,3,6,4,5,3,41
Combination,4,4,4,7,6,6,1,26
Combination,4,4,4,7,5,4,2,34
Combination,4,5,5,4,5,7,2,16
Combination,1,3,4,6,5,4,1,29
Combination,4,5,5,7,5,5,2,54
Combination,3,3,3,7,5,6,1,22
Combination,1,3,3,7,6,7,1,21
Combination,1,6,6,6,5,4,2,57
Combination,1,6,5,5,6,6,2,60
Combination,1,6,5,4,6,5,2,57
Combination,1,6,3,7,3,5,3,23
Combination,4,5,5,4,4,5,0,51
Combination,3,4,4,4,6,4,3,44
Combination,1,3,5,4,5,6,2,28
Combination,3,4,4,5,5,4,3,33
Combination,3,3,5,6,4,4,0,15
Combination,4,4,3,4,3,7,2,30
Combination,3,6,6,4,3,7,0,43
Combination,2,6,5,7,4,7,0,39
Combination,4,4,5,5,4,7,1,26
Combination,0,4,6,4,5,6,0,24
Combination,4,4,5,5,5,4,0,32
Combination,4,5,3,4,4,6,2,35
Combination,3,3,6,4,3,5,3,59
Combination,1,3,5,4,6,7,2,25
Combination,4,4,6,4,4,5,1,40
Combination,1,4,6,5,5,6,3,15
Combination,0,6,5,5,5,7,1,51
Combination,2,3,3,6,6,5,3,21
Combination,0,4,3,6,3,5,2,24
Combination,1,4,3,7,3,7,2,38
Combination,1,6,6,5,5,4,0,25
Combination,4,4,4,5,3,5,1,22
Combination,4,6,3,6,5,7,0,47
Combination,4,6,6,7,4,4,1,21
Combination,3,5,3,5,4,5,1,20
Combination,4,6,5,5,3,7,0,36
Combination,4,3,4,7,6,6,0,59
Combination,0,3,5,4,3,6,1,24
Combination,4,3,3,6,3,6,0,24
Combination,1,4,4,7,6,6,1,17
Combination,1,5,6,6,4,4,1,40
Combination,2,4,5,6,4,6,0,30
Combination,3,4,6,6,4,4,2,57
Combination,0,6,5,4,6,7,0,36
Combination,4,3,4,4,3,5,2,37
Combination,4,6,5,7,3,7,0,44
Combination,0,5,4,6,4,6,1,39
Combination,0,5,3,6,4,6,2,34
Combination,1,5,5,6,5,6,1,28
Combination,3,3,6,5,5,5,1,15
Combination,3,3,3,6,5,4,3,35
Combination,3,3,5,6,3,6,2,26
Combination,0,5,3,7,6,7,3,33
Combination,2,3,6,6,6,7,3,40
Combination,0,6,5,6,3,4,3,42
Combination,2,6,6,7,5,6,1,24
Combination,4,5,5,6,5,6,3,47
Combination,0,3,3,7,4,4,1,47
Combination,4,3,5,7,5,5,1,45
Combination,2,6,5,6,4,6,2,36
Combination,0,4,4,5,3,4,2,26
Combination,1,6,6,5,3,5,1,29
Combination,1,4,4,5,5,5,2,48
Combination,3,6,3,4,6,7,1,47
Combination,2,5,3,4,5,6,0,56
Combination,0,4,5,5,3,6,2,56
Combination,3,4,4,7,3,5,2,37
Combination,3,4,6,6,5,7,2,42
Combination,4,5,3,6,6,6,0,56
Combination,1,6,5,5,3,5,0,15
Combination,3,5,5,5,3,6,0,41
Combination,0,3,6,7,6,7,0,18
Combination,1,5,4,6,4,5,1,19
Combination,0,6,4,4,4,7,0,45
Combination,0,5,5,4,4,6,1,19
Combination,1,3,3,4,4,6,3,60
Combination,2,3,4,5,3,7,3,33
Combination,2,6,3,4,4,7,0,45
Combination,2,4,6,5,5,7,0,43
Combination,1,5,3,7,6,4,1,20
Combination,2,4,3,6,5,7,2,53
Combination,0,3,4,4,5,4,3,25
Combination,0,5,5,7,6,5,1,51
Combination,2,4,6,5,4,4,0,44
Combination,2,3,6,4,3,5,2,34
Combination,4,6,4,7,3,4,1,50
Combination,3,4,4,4,5,5,0,20
Combination,2,5,4,6,6,7,3,46
Combination,1,5,5,4,5,4,1,36
Combination,0,6,4,4,4,5,0,30
Combination,2,6,6,4,5,6,2,48
Combination,2,3,5,5,6,7,2,35
Combination,1,3,4,6,5,7,0,48
Combination,2,5,5,6,3,5,3,29
Combination,4,5,3,5,4,5,2,27
Combination,1,4,5,7,5,7,0,25
Combination,0,3,5,5,4,4,2,30
Combination,1,5,3,4,3,5,1,33
Combination,3,4,3,5,3,6,0,50
Combination,3,3,3,5,3,6,0,33
Combination,3,4,3,7,4,4,2,21
Combination,4,3,4,5,6,7,3,23
Combination,0,3,5,6,4,7,2,33
Combination,1,3,4,6,6,6,3,17
Combination,3,4,3,5,5,6,3,22
Combination,2,6,6,6,4,5,2,53
Combination,1,3,5,5,4,6,3,25
Combination,3,4,3,7,3,4,3,34
Combination,2,3,4,7,3,5,1,38
Combination,1,4,5,5,3,7,1,51
Combination,4,3,5,4,5,4,0,56
Combination,3,4,4,6,5,5,1,28
Combination,0,4,3,6,6,5,2,27
Combination,4,5,4,5,6,4,2,53
Combination,2,5,4,4,3,4,2,24
Combination,3,6,5,5,5,7,1,59
Combination,2,6,3,6,3,5,0,21
Combination,4,3,6,5,3,7,1,16
Combination,2,5,5,6,6,7,2,59
Combination,1,4,4,6,5,7,1,18
Combination,3,6,3,4,6,6,1,29
Combination,4,4,6,7,5,7,3,42
Combination,0,3,6,7,6,5,2,32
Combination,4,3,4,4,5,6,1,52
Combination,1,5,4,5,6,4,2,45
Combination,3,4,3,4,4,7,3,56
Combination,3,4,5,6,3,4,3,25
Combination,3,6,6,4,3,6,2,53
Combination,2,3,5,5,4,6,3,51
Combination,0,6,5,6,3,6,2,20
Combination,3,3,5,4,6,7,0,52
Combination,4,6,4,6,4,5,1,33
Combination,3,4,4,5,4,4,3,48
Combination,1,5,3,6,6,4,2,60
Combination,0,4,5,7,3,7,3,27
Combination,0,5,4,6,4,7,3,35
Combination,4,5,3,7,5,7,0,28
Combination,2,3,4,6,5,7,0,17
Combination,1,5,3,7,3,7,2,36
Combination,0,4,3,4,5,5,0,46
Combination,1,3,3,6,4,6,0,34
Combination,3,3,3,5,3,6,1,39
Combination,3,5,6,5,3,5,3,20
Combination,3,4,4,4,3,4,1,47
Combination,1,3,5,4,4,7,3,53
Combination,3,6,6,7,6,5,2,39
Combination,4,5,3,5,5,6,2,37
Combination,1,3,4,4,3,4,2,29
Combination,1,6,5,4,6,7,3,54
Combination,4,6,5,6,6,7,3,32
Combination,4,5,4,6,5,5,2,47
Combination,0,4,5,7,5,4,3,41
Combination,3,3,4,4,4,7,1,34
Combination,1,3,5,7,5,4,2,35
Combination,1,4,6,7,4,5,1,56
Combination,2,4,4,4,3,6,1,38
Combination,4,4,6,6,4,6,2,32
Combination,2,3,5,4,3,7,0,18
Combination,1,6,4,6,3,5,0,24
Combination,4,5,5,5,4,4,3,27
Combination,2,4,6,5,6,5,2,22
Combination,2,3,5,5,4,7,0,59
Combination,2,4,4,5,5,5,0,36
Combination,3,3,6,7,5,7,2,36
Combination,3,4,3,7,6,5,1,44
Combination,3,4,3,6,5,5,0,55
Combination,0,3,3,5,6,7,3,21
Combination,1,5,6,6,5,4,2,50
Combination,2,4,5,4,5,5,1,55
Combination,2,5,4,6,4,5,2,50
Combination,1,4,6,6,4,6,3,30
Combination,0,4,3,6,5,5,3,52
Combination,0,4,4,7,6,5,1,16
Combination,1,4,5,5,4,6,3,31
